Venue Name,Venue Location,Price per Plate
Kangna grand,"Uttam Nagar, Delhi Ncr",800 - 900
De Royale Banquet,"Uttam Nagar, Delhi Ncr",850 - 1000
Raj Mahal Banquet Hall,"Uttam Nagar, Delhi Ncr",818 - 1018
Dilli Banquet Fifty Nine,"Uttam Nagar, Delhi Ncr",705
Royal Green Garden,"Uttam Nagar, Delhi Ncr","1,500"
Hari Krishna Grand Banquet Hall 1,"Uttam Nagar, Delhi Ncr",900 - 1150
Kanak Banquet,"Uttam Nagar, Delhi Ncr",900 - 1000
The Crystal Banquet Hall,"Uttam Nagar, Delhi Ncr",1018 - 1218
Gupta Plaza,"Uttam Nagar, Delhi Ncr",818 - 18
Kanga Grand Banquet,"Uttam Nagar, Delhi Ncr",900 - 1500
Ss Banquet Hall,"Uttam Nagar, Delhi Ncr",1000 - 1300
Nirmal Banquet Hall,"Uttam Nagar, Delhi Ncr",450 - 650
Silver Pearls Party Hall,"Uttam Nagar, Delhi Ncr",600 - 700
Hare Krishna Garden Banquet Hall,"Uttam Nagar, Delhi Ncr","1,300"
Dilli 59 Party Hall,"Uttam Nagar, Delhi Ncr","1,200"
SG Farms,"Uttam Nagar, Delhi Ncr","1,29,800"
Nishant Vatika,"Uttam Nagar, Delhi Ncr","1,75,018"
Rajdhani Greens Lawn,"Uttam Nagar, Delhi Ncr","1,47,500"
Sultan Garden,"Uttam Nagar, Delhi Ncr","1,06,200"
SS Vatika,"Uttam Nagar, Delhi Ncr",On Request
GOMTI BANQUET HALL,"Uttam Nagar, Delhi Ncr","30,000"
RAJYOG FARMS,"Uttam Nagar, Delhi Ncr","50,000"
Saroj Garden and Party Lawn,"Uttam Nagar, Delhi Ncr",1
V G Rajyog Farm,"Uttam Nagar, Delhi Ncr",On Request
