Venue Name,Venue Location,Price per Plate
Pushpanjali Wedding Venues,"Mahipalpur, Delhi Ncr",1000 - 1300
Westend Inn Hotel and Resorts Lawn Pool Side,"Mahipalpur, Delhi Ncr",2100 - 2200
Airport Hotel Grand Hall 1,"Mahipalpur, Delhi Ncr",1000 - 1300
Grand Shoba Hotel,"Mahipalpur, Delhi Ncr",1100 - 1400
Radisson Blu Plaza,"Mahipalpur, Delhi Ncr",4000 - 4200
Taurus Sarovar Portico Hall 1,"Mahipalpur, Delhi Ncr",1700 - 1900
Hotel Bollywood Paradise,"Mahipalpur, Delhi Ncr",1000 - 1200
Hotel Ramhan Palace,"Mahipalpur, Delhi Ncr",900 - 1000
Hotel Classic Diplomat,"Mahipalpur, Delhi Ncr",1018 - 1168
Bluemont Beacon Hotel,"Mahipalpur, Delhi Ncr",1652 - 1888
De Pavilion Hotel,"Mahipalpur, Delhi Ncr",800 - 900
Hotel Grand Shoba,"Mahipalpur, Delhi Ncr",800 - 900
Hotel the Vegas and Banquet Hall 1,"Mahipalpur, Delhi Ncr",900 - 1100
Hotel The Grand Shoba,"Mahipalpur, Delhi Ncr",450 - 500
Hotel Viva Palace,"Mahipalpur, Delhi Ncr",1000 - 1200
Hotel Hanuwant Palace,"Mahipalpur, Delhi Ncr",500 - 600
Hotel Amour,"Mahipalpur, Delhi Ncr",550 - 650
Orana Hotels And Resorts,"Mahipalpur, Delhi Ncr",600 - 600
Hotel Alpine Tree,"Mahipalpur, Delhi Ncr","10,000"
Celebration Gardens,"Mahipalpur, Delhi Ncr","2,00,000"
