Venue Name,Venue Location,Price per Plate
Buntara Bhavana,"Goraguntepalya, Bangalore","85,018"
Sri Balaji Kalyana Mantapa,"Goraguntepalya, Bangalore","1,95,018"
Heena Community,"Goraguntepalya, Bangalore","25,018"
Galaxy Function Hall,"Goraguntepalya, Bangalore","40,016"
Royal Arcade Sabha Bhavan,"Goraguntepalya, Bangalore","55,018"
Gurubasava kalyan mantap,"Goraguntepalya, Bangalore","45,018"
