Venue Name,Venue Location,Price per Plate
Krishna Summit Banquet Hall,"Marathahalli, Bangalore",682 - 787
Comet Banquet Hall,"Marathahalli, Bangalore",631 - 867
Cherish The Banquet,"Marathahalli, Bangalore",420 - 577
Radisson Blu Bengaluru outer ring road,"Marathahalli, Bangalore",2300 - 2500
Octave Island Spice,"Marathahalli, Bangalore",393 - 472
Nandhana Palace,"Marathahalli, Bangalore",367 - 472
New Udupi Garden,"Marathahalli, Bangalore",295
Nakshatra Banquet Hall,"Marathahalli, Bangalore",418 - 518
Southern Spice,"Marathahalli, Bangalore",350 - 550
Comet Hotel Banquet Hall,"Marathahalli, Bangalore",550 - 700
Marian Rose Party Hall,"Marathahalli, Bangalore",350 - 500
Samruddhi Manor Party Hall,"Marathahalli, Bangalore",599 - 699
Royal Orchid Central Bengaluru,"Marathahalli, Bangalore",700 - 850
Citrus Hotel,"Marathahalli, Bangalore",472 - 577
"Nirvana Banquet Hall, Bengaluru","Marathahalli, Bangalore",800 - 900
Rasaganga Party Hall,"Marathahalli, Bangalore",413 - 590
Jalsa Gold Restaurant Mini Hall,"Marathahalli, Bangalore",500 - 600
Sherwood Suites Hotel Mini Hall,"Marathahalli, Bangalore",450 - 550
Nirvana Banquet Hall,"Marathahalli, Bangalore",655 - 755
G6 Convention Hall,"Marathahalli, Bangalore",350 - 450
Blossom Banquet Hall,"Marathahalli, Bangalore",718 - 818
Parichaya Party Hall,"Marathahalli, Bangalore",442 - 649
Crystal Place at RBD Sarovar Portico,"Marathahalli, Bangalore",On Request
SJP Kalyana Mantapa,"Marathahalli, Bangalore","3,02,018"
