Venue Name,Venue Location,Price per Plate
La Platinum Banquet Hall,"Najafgarh, Delhi",1500 - 2000
Satya Garden,"Najafgarh, Delhi","42,000"
The Falcon Hall,"Najafgarh, Delhi",900 - 1500
The Mehfil Grand,"Najafgarh, Delhi",899 - 899
The Oreanns Banquet,"Najafgarh, Delhi",1100 - 1100
ShreeJee Grand Banquet,"Najafgarh, Delhi",800
Dev Garden,"Najafgarh, Delhi",800
3H Haveli Restaurant,"Najafgarh, Delhi",700
MR Green Vatika,"Najafgarh, Delhi",600 - 800
The Oreanns Banquets,"Najafgarh, Delhi",1000 - 1200
Ranch-o-Vistta,"Najafgarh, Delhi",1300 - 2400
Invitee Banquets,"Najafgarh, Delhi",1300 - 1500
Rajwada Farm,"Najafgarh, Delhi",1200 - 1500
Krish Palace The Party Lawn,"Najafgarh, Delhi","3,54,000"
Aman Wedding Garden,"Najafgarh, Delhi",550 - 7520
Deewan Jee Party lawn,"Najafgarh, Delhi",500 - 700
Victoria Palace Party Lawn,"Najafgarh, Delhi",On Request
Radha Krishan Garden,"Najafgarh, Delhi","1,00,000"
Regal Manor Gandotra Farms,"Najafgarh, Delhi","3,54,000"
Hotel Metro Palace Banquet and lawns,"Najafgarh, Delhi","1,00,000"
Pradhan Farm,"Najafgarh, Delhi","3,54,000"
Ajit Farm,"Najafgarh, Delhi","1,18,000"
Laxmi Vatika,"Najafgarh, Delhi","1,47,500"
Haveli By Saini Tent Palace Open Lawn 1,"Najafgarh, Delhi","2,47,800"
