Venue Name,Venue Location,Price per Plate
Abhimaani inn and convention center,"Basaveshwara Nagar, Bangalore","1,75,000"
Vayam Veg Fine Dine and Party Hall,"Basaveshwara Nagar, Bangalore",531
Cave N Dine Party Hall,"Basaveshwara Nagar, Bangalore",425 - 531
Chicken County Party HAll Basaveshwaranagar,"Basaveshwara Nagar, Bangalore",472 - 590
Nisarga Party Hall at Basaveshwaranagar,"Basaveshwara Nagar, Bangalore",280 - 420
Gangamma Thimmaiah Inn,"Basaveshwara Nagar, Bangalore",500 - 600
Priyadarshini Party Hall,"Basaveshwara Nagar, Bangalore",425 - 425
Shree Guru Sagar Party Hall,"Basaveshwara Nagar, Bangalore",330
Ayodhya Sagar Party Hall,"Basaveshwara Nagar, Bangalore",295
Shanthi Sagar Party Hall,"Basaveshwara Nagar, Bangalore",268
Pavithra Paradise,"Basaveshwara Nagar, Bangalore",298
Shri Jayadurga Kalyana Mantapa,"Basaveshwara Nagar, Bangalore","80,000"
Swayam Prabha Kalyana Mantapa,"Basaveshwara Nagar, Bangalore","70,018"
KEA Prabhath Rangamandira,"Basaveshwara Nagar, Bangalore","50,000"
Brown Wizard Hall,"Basaveshwara Nagar, Bangalore","35,000"
Gangamma Thimmaiah Convention Centre,"Basaveshwara Nagar, Bangalore","50,000"
