Venue Name,Venue Location,Price per Plate
Neelam Executive Banquet Hall,"Chakan, Pune",350 - 488
ALPHA BACHAT BHAVAN,"Chakan, Pune","90,000"
HOTEL RAJTANTRA EXECUTIVE,"Chakan, Pune","85,000"
Shreya Lawns,"Chakan, Pune","70,000"
HOTEL HMR ROYAL INN,"Chakan, Pune","80,000"
Bhagyalaxmi Mangal Karyalay,"Chakan, Pune","1,50,000"
