Venue Name,Venue Location,Price per Plate
Lavanya Dreams Banquet,"Paschim Vihar, Delhi Ncr",800 - 800
Green Lounge Banquets,"Paschim Vihar, Delhi Ncr","15,000"
Satyam Banquets,"Paschim Vihar, Delhi Ncr",1 - 1
Mapple Gold Banquet,"Paschim Vihar, Delhi Ncr","1,800"
Shuddh Banquet,"Paschim Vihar, Delhi Ncr",300 - 400
The Kings Court,"Paschim Vihar, Delhi Ncr",750 - 950
Seven Seas Banquet Hall,"Paschim Vihar, Delhi Ncr",1800 - 2000
The Grand Party Hall,"Paschim Vihar, Delhi Ncr",700 - 900
Forever Banquet Hall 1,"Paschim Vihar, Delhi Ncr",750
Swathi Hotels,"Paschim Vihar, Delhi Ncr",818 - 1018
Seven Star Banquet Hall,"Paschim Vihar, Delhi Ncr",700 - 850
Grand Celebration Party Hub,"Paschim Vihar, Delhi Ncr",1000 - 1200
Wedding Banquet Punjabi Bagh Hall 1,"Paschim Vihar, Delhi Ncr",800 - 900
Apsara Grand Banquets,"Paschim Vihar, Delhi Ncr",800 - 1000
Clay Inn Banquets & Hotel,"Paschim Vihar, Delhi Ncr",1300 - 1500
Aggarwal Banquets Hall 1,"Paschim Vihar, Delhi Ncr",700 - 850
Maharaja Banquet,"Paschim Vihar, Delhi Ncr","25,000"
Ajay Vatika The Celebration Garden,"Paschim Vihar, Delhi Ncr","1,59,300"
Global Garden Open Lawn 1,"Paschim Vihar, Delhi Ncr","64,000"
Jai Garden,"Paschim Vihar, Delhi Ncr","50,000"
Apsara Grand Banquets,"Paschim Vihar, Delhi Ncr","1,50,000"
