Venue Name,Venue Location,Price per Plate
Aravali Villa,"Rajokri, Delhi",1 - 1
Hotel Mapple Emerald,"Rajokri, Delhi","1,000"
Aravali Villa The Best Banquet,"Rajokri, Delhi","2,20,000"
Mapple Emerald,"Rajokri, Delhi","25,000"
