Venue Name,Venue Location,Price per Plate
Sri Lakshmi Thirumana Mahal,"Saravanampatti, Coimbatore","1,00,000"
Surya Hall,"Saravanampatti, Coimbatore","20,000"
Holiday Residency,"Saravanampatti, Coimbatore",700 - 800
Urbania Eventspace,"Saravanampatti, Coimbatore","70,000"
Velu Mahal,"Saravanampatti, Coimbatore","20,000"
Krithika Thirumana Mahal,"Saravanampatti, Coimbatore","75,000"
