Venue Name,Venue Location,Price per Plate
Sakthi Thirumana Mandapam,"Erode Fort, Erode","1,82,000"
Sarasu Mandapam,"Erode Fort, Erode","72,800"
Sri Muthu Mahal,"Erode Fort, Erode","46,000"
