Venue Name,Venue Location,Price per Plate
Souparnika Auditorium,"Pallichal, Thiruvananthapuram",On Request
Rajasooyam Auditorium,"Pallichal, Thiruvananthapuram","53,100"
Ramya Kalyanamandapam,"Pallichal, Thiruvananthapuram","60,000"
Najran Auditorium,"Pallichal, Thiruvananthapuram","12,000"
Sastha community hall,"Pallichal, Thiruvananthapuram","1,00,000"
SP Convention center,"Pallichal, Thiruvananthapuram","1,00,000"
Shabana Auditorium,"Pallichal, Thiruvananthapuram","24,000"
Ruby Arena,"Pallichal, Thiruvananthapuram","15,000"
Raha Auditorium,"Pallichal, Thiruvananthapuram","38,000"
Pooma Kalayana Mandapam,"Pallichal, Thiruvananthapuram","40,000"
Hilton Garden Inn,"Pallichal, Thiruvananthapuram","4,28,400"
Chilanka Holiday Homes,"Pallichal, Thiruvananthapuram","10,000"
Rajasree Convention Center,"Pallichal, Thiruvananthapuram","1,88,800"
Leela Backwater Kovalam,"Pallichal, Thiruvananthapuram","20,000"
Vivin Luxury Suites,"Pallichal, Thiruvananthapuram","1,10,000"
