Venue Name,Venue Location,Price per Plate
Manuja Villas Lawns And Banquets,"Kharadi, Pune",850
Manuja Lawns And Banquets,"Kharadi, Pune","50,000"
Mayfield Estate,"Kharadi, Pune",900 - 1100
StayBird Banquets,"Kharadi, Pune",850 - 900
Trisha Party Hall,"Kharadi, Pune",750 - 850
Silver Oak by StayBird,"Kharadi, Pune",750 - 850
Drome Arena,"Kharadi, Pune",950 - 1200
Radisson Blu Hotel Pune Kharadi,"Kharadi, Pune",900 - 1200
StayBird Hotel,"Kharadi, Pune",650 - 750
New Prabhushri Lawns,"Kharadi, Pune","80,025"
Laxmi Narayan Banquet Hall,"Kharadi, Pune","50,000"
kapila resort,"Kharadi, Pune","35,000"
