Venue Name,Venue Location,Price per Plate
Vismaya Party Hall,"Magadi Road, Bangalore","42,000"
Prakruthi Paradise Convention Center,"Magadi Road, Bangalore",409
Hotel Elite Party Hall,"Magadi Road, Bangalore",210 - 250
KECN Mini Convention Hall,"Magadi Road, Bangalore","45,018"
S L V Banquet Hall,"Magadi Road, Bangalore",293 - 393
Srigandha Party Hall,"Magadi Road, Bangalore",380
Sanjeevini Party Hall,"Magadi Road, Bangalore","30,000"
Udupi Shree Krishna Palace Party Hall 1,"Magadi Road, Bangalore",290
Jinnamgha Convention Hall,"Magadi Road, Bangalore",350 - 500
Neladasiri Agro Resort,"Magadi Road, Bangalore",800 - 900
Manasa Open Lawn,"Magadi Road, Bangalore",1100 - 1500
Belli Siri Party Hall,"Magadi Road, Bangalore",700 - 800
Srimathi Rangamma Basavegowda Convention Hall,"Magadi Road, Bangalore","30,000"
Shivasmita Party Hall,"Magadi Road, Bangalore","25,000"
Jai Maruthi Function Hall,"Magadi Road, Bangalore","77,881"
Rajarajeshwari Kalyana Mantapa,"Magadi Road, Bangalore","1,26,000"
Sri Ravinandana Palace,"Magadi Road, Bangalore","1,10,000"
Radha Manjunatha Kalyana Mandira,"Magadi Road, Bangalore","1,00,000"
Anil Palace The Convention Centre,"Magadi Road, Bangalore","2,95,000"
HVR Kalyana Mantap,"Magadi Road, Bangalore","1,15,000"
Shravan Patel Kalyan Mantap,"Magadi Road, Bangalore","35,018"
Sri Anjanadri Convention Hall,"Magadi Road, Bangalore","1,35,018"
SMR Samudaya Bhavana,"Magadi Road, Bangalore","65,018"
Shubhodaya Kalyana Mantapa,"Magadi Road, Bangalore","20,000"
