Venue Name,Venue Location,Price per Plate
AREA thirty Seven,"Bibvewadi, Pune",950 - 1250
SHREEJI BANQUET AND LAWNS,"Bibvewadi, Pune","80,000"
Goyal Garden Marriage Lawn,"Bibvewadi, Pune","45,000"
