Venue Name,Venue Location,Price per Plate
RK Grands Convention Hall,"Ambattur, Chennai","90,000"
MSK Diamond Mahal,"Ambattur, Chennai","5,86,000"
Shri Sulochana Mahal,"Ambattur, Chennai","1,25,000"
AV Party Hall,"Ambattur, Chennai","18,000"
Sam Marriage Mahal Ac,"Ambattur, Chennai",600 - 800
Hotel Sangamam Chettinadu AC,"Ambattur, Chennai",295
PSB Conventions,"Ambattur, Chennai","3,80,000"
EJB Mahal,"Ambattur, Chennai","95,000"
Jaya Party Hall 1,"Ambattur, Chennai","25,000"
HPM Paradise Kalyana Mahal,"Ambattur, Chennai","2,00,000"
Venkatalakshmi Kalyana Mandapam,"Ambattur, Chennai","65,000"
PR Grand Palace Party Hall,"Ambattur, Chennai","23,500"
DG Hall,"Ambattur, Chennai","10,000"
BSV Mahal,"Ambattur, Chennai","74,000"
Rajeshwari Navaraj Mahal,"Ambattur, Chennai","1,90,000"
Kamarajar Maligai,"Ambattur, Chennai","1,18,000"
Sam Mahal AC,"Ambattur, Chennai","3,00,000"
