Venue Name,Venue Location,Price per Plate
Anuggraha Mahal,"Arakonam, Chennai","1,00,000"
Wego Garden,"Arakonam, Chennai","21,000"
Sri Ramakrishna Kalyana Mandapam,"Arakonam, Chennai","50,000"
MKRS Mahal,"Arakonam, Chennai","40,018"
Loganathan Mahal,"Arakonam, Chennai","85,000"
Vignesh Party Hall,"Arakonam, Chennai","40,000"
VR Mahal Ac Wedding Party Hall,"Arakonam, Chennai","75,000"
Sri Balaji Mahal,"Arakonam, Chennai","45,000"
Vijaya Palace,"Arakonam, Chennai","60,000"
Sathvika Garden,"Arakonam, Chennai","1,00,000"
