Venue Name,Venue Location,Price per Plate
GKS Convention Centre,"Avadi, Chennai","5,20,000"
Sree Mahalakshmi Mahal,"Avadi, Chennai","79,180"
Elite Party Hall,"Avadi, Chennai",625 - 750
Sri Subham Mahal AC,"Avadi, Chennai","40,000"
Sri Subiksham Mahal,"Avadi, Chennai","1,30,000"
BCT Hall,"Avadi, Chennai","60,000"
Bharathidasan Kalyana Mandapam,"Avadi, Chennai","25,000"
Periyar Maligai,"Avadi, Chennai","15,000"
Ananda Mini Hall,"Avadi, Chennai","30,000"
GT Hall,"Avadi, Chennai","15,000"
V A Party Hall,"Avadi, Chennai","20,000"
