Venue Name,Venue Location,Price per Plate
The Ashok,"Chanakyapuri, Delhi Ncr",2500 - 2700
Taj Diplomatic Enclave,"Chanakyapuri, Delhi Ncr",4720 - 5280
The Leela Palace,"Chanakyapuri, Delhi Ncr",4018 - 4518
Kamal Mahal Hall,"Chanakyapuri, Delhi Ncr",5000 - 6000
