Venue Name,Venue Location,Price per Plate
Paras Minar Hotels,"Janakpuri, Delhi",700 - 800
Sanskriti Banquets Hotels,"Janakpuri, Delhi","1,800"
Plazzo Inn Hall 1,"Janakpuri, Delhi","1,050"
Wedding Paradise,"Janakpuri, Delhi",1350 - 1500
White House Party Palace,"Janakpuri, Delhi",1 - 1
Imperia Banquet Hall 1,"Janakpuri, Delhi",1000 - 1100
RDs Fiesta Banquets,"Janakpuri, Delhi",900 - 1200
Bikanervala Banquet Hall,"Janakpuri, Delhi",799
Hotel Darpan Palace,"Janakpuri, Delhi",300 - 800
OYO Banquet Hall,"Janakpuri, Delhi",600 - 800
MSK Residency,"Janakpuri, Delhi",600 - 750
Over The Top Hall,"Janakpuri, Delhi",700 - 850
Shree Satyam Garden,"Janakpuri, Delhi",800 - 900
Utsav Garden,"Janakpuri, Delhi",700 - 900
Stardom Banquet Hall,"Janakpuri, Delhi",600 - 800
Mansaram Garden,"Janakpuri, Delhi","28,000"
Stardom Banquet Janakpuri,"Janakpuri, Delhi","60,000"
