Venue Name,Venue Location,Price per Plate
Sanet Hall Open Lawn,"Belavadi, Mysore",900 - 1100
North Avenue Banquet Hall,"Belavadi, Mysore",400 - 600
Blue Lagoon Inn Resort,"Belavadi, Mysore",550 - 800
Dharmanatha Bhavana,"Belavadi, Mysore",500 - 650
Sharmada Hidden Nest Resort,"Belavadi, Mysore",518 - 668
La Flora Sharmada Hidden Nest,"Belavadi, Mysore",850 - 1200
The Cute A Village Resort Open Lawn,"Belavadi, Mysore","30,000"
Saa Raa Convention Hall,"Belavadi, Mysore","1,00,018"
