Venue Name,Venue Location,Price per Plate
Jayamahal Palace Hotel,"Hrbr Layout, Bangalore",768 - 918
Gubacheez Kids Party Hall,"Hrbr Layout, Bangalore",271 - 413
Swathi Lavens,"Hrbr Layout, Bangalore",367 - 577
Shree Muthahalli AC Party Hall,"Hrbr Layout, Bangalore",45000 - 35000
Nandas Party Hall,"Hrbr Layout, Bangalore",384 - 502
SLV Party Hall,"Hrbr Layout, Bangalore",300
Little Fun World,"Hrbr Layout, Bangalore",655 - 805
Host A Party,"Hrbr Layout, Bangalore",568 - 668
Hotel Maharaja,"Hrbr Layout, Bangalore",320
Shift Lounge,"Hrbr Layout, Bangalore",850 - 950
Deepayan Convention And Cultural Centre,"Hrbr Layout, Bangalore",550 - 800
Banquet Hall @ The Majesstine Sports,"Hrbr Layout, Bangalore",750 - 850
Top Palace Hall,"Hrbr Layout, Bangalore","63,500"
Hennur Banaswadi Cosmopolitan Club,"Hrbr Layout, Bangalore",455 - 605
Royal Andhra Spice Banquet Hall,"Hrbr Layout, Bangalore",668 - 818
White Houzz,"Hrbr Layout, Bangalore",600
