Venue Name,Venue Location,Price per Plate
Kalinga Cultural Trust,"Banjara Hills, Hyderabad","1,00,000"
Hotel Comfotel Banquet 1,"Banjara Hills, Hyderabad",767 - 885
Taj Banjara Hyderabad Residency Lounge,"Banjara Hills, Hyderabad",1475 - 1711
Ohris Banjara Hall 1,"Banjara Hills, Hyderabad",800 - 950
Kholanis Banquet Hall 1,"Banjara Hills, Hyderabad",450 - 550
A Bleu Basil,"Banjara Hills, Hyderabad",450
Dream Valley Resort,"Banjara Hills, Hyderabad",1250 - 1500
Lemon Tree Hotel 1,"Banjara Hills, Hyderabad",1300 - 1700
Angaara 5 Hall 1,"Banjara Hills, Hyderabad",450 - 650
Hotel F One Park Front,"Banjara Hills, Hyderabad",350 - 450
RNB Select - Metrolitz,"Banjara Hills, Hyderabad",750 - 950
Ashiana Banquet and Conference-Lawn,"Banjara Hills, Hyderabad",250 - 350
The Platinum Boutique Business Hotel,"Banjara Hills, Hyderabad",600
Banjara Palace Banquet Hall,"Banjara Hills, Hyderabad",399 - 449
Hyatt Palace Hall,"Banjara Hills, Hyderabad",1400 - 1600
Ala Liberty Banquets,"Banjara Hills, Hyderabad",393 - 468
Hotel Mint,"Banjara Hills, Hyderabad",468 - 568
Taj Deccan -Trinity,"Banjara Hills, Hyderabad",1500 - 1700
Sahib Sindh Sultan,"Banjara Hills, Hyderabad",1200 - 1500
Ebony Hotel Hall,"Banjara Hills, Hyderabad",550 - 650
Our Palace Celebrate In Style,"Banjara Hills, Hyderabad",10
RnB Select Banjara Hills,"Banjara Hills, Hyderabad","1,20,000"
Ashiana Marriage Hall,"Banjara Hills, Hyderabad","1,80,000"
The Platinum Hotels,"Banjara Hills, Hyderabad","2,20,000"
