Venue Name,Venue Location,Price per Plate
Hotel Aanand Rassi Hall,"Cantonment, Tiruchirappalli",350
Hotel High Point Summit Hall,"Cantonment, Tiruchirappalli",650 - 850
Ramyas Hotels Sowbaghya Hall,"Cantonment, Tiruchirappalli",425 - 950
LKS Mahal,"Cantonment, Tiruchirappalli","1,25,000"
Hotel Blossoms Kadhambam Hall,"Cantonment, Tiruchirappalli",550 - 850
Breeze Residency Pinnacle Hall,"Cantonment, Tiruchirappalli",499 - 799
Breeze Residency Grandeur Hall,"Cantonment, Tiruchirappalli",499 - 799
Red Fox Hotel Hall 1,"Cantonment, Tiruchirappalli",500 - 650
Femina Hotel,"Cantonment, Tiruchirappalli",650 - 750
Shri Sangeetas 1,"Cantonment, Tiruchirappalli",300
