Venue Name,Venue Location,Price per Plate
Kuppusamy chettiyar Triumana mandapam,"Attur, Salem","43,000"
Thuluva vellalar Triumana mandapam & mini hall,"Attur, Salem","30,000"
KBM Mahal,"Attur, Salem","25,000"
