Venue Name,Venue Location,Price per Plate
Hotel RituIvy,"Kankurgachi, Kolkata",600 - 700
Megh Brishti Banquet Hall,"Kankurgachi, Kolkata",400 - 500
Rose Banquet Hall,"Kankurgachi, Kolkata",599 - 699
Sengupta Apartment (Banquet Hall),"Kankurgachi, Kolkata",900 - 1000
Calcutta Queen Banquet Hall,"Kankurgachi, Kolkata",618 - 818
Shivam Palace,"Kankurgachi, Kolkata",800 - 1000
Priyankas Banquet,"Kankurgachi, Kolkata",800 - 1000
The Maureen Hotel,"Kankurgachi, Kolkata",818 - 1018
Umar Swapna Hall,"Kankurgachi, Kolkata",800 - 950
Radhe Krishna Banquets,"Kankurgachi, Kolkata",500 - 600
Ganapati Park,"Kankurgachi, Kolkata",750 - 800
Hotel Raajkutir,"Kankurgachi, Kolkata",500 - 600
Swabhumi The Heritage,"Kankurgachi, Kolkata",800
The Rama Palace,"Kankurgachi, Kolkata","80,000"
