Venue Name,Venue Location,Price per Plate
Rahmath Function Hall,"Kishan Bagh, Hyderabad","1,00,000"
Tariqat Manzil Function Hall,"Kishan Bagh, Hyderabad","25,000"
Wahab Function Hall,"Kishan Bagh, Hyderabad","1,20,000"
