Venue Name,Venue Location,Price per Plate
Sree Lakshmi Auditorium,"Kilimanoor, Thiruvananthapuram",On Request
Bismilla Auditorium,"Kilimanoor, Thiruvananthapuram","25,000"
Akkulam Reception Hall,"Kilimanoor, Thiruvananthapuram","15,002"
