Venue Name,Venue Location,Price per Plate
Edakkat Hall,"Kumbalangi, Kochi","38,000"
Heritage Methanam - Rooftop Banquet,"Kumbalangi, Kochi",531 - 590
Kallancherry Resort,"Kumbalangi, Kochi",800 - 1000
Kumbalangi Puzhayoram,"Kumbalangi, Kochi",300 - 450
Michaels Land Homestay Resort,"Kumbalangi, Kochi",599 - 799
Mangroove Resort Open Lawn,"Kumbalangi, Kochi",350 - 450
Sherly's Ente Kumbalanghi,"Kumbalangi, Kochi",700 - 900
Kent Baywatch Banquet,"Kumbalangi, Kochi","25,000"
Thodukayil Open Lawn,"Kumbalangi, Kochi","15,000"
Ideal Auditorium,"Kumbalangi, Kochi","55,000"
Arshatheeram Resort,"Kumbalangi, Kochi","15,000"
Paduva Hall,"Kumbalangi, Kochi","8,000"
Village Canopy Lawn,"Kumbalangi, Kochi","50,000"
Haco Lake View Open Lawn,"Kumbalangi, Kochi","12,500"
GREEN NEST KUMBALANGI,"Kumbalangi, Kochi","25,000"
