Venue Name,Venue Location,Price per Plate
Usha Resort,"Palghar, Mumbai",850 - 950
Seagull Resorts,"Palghar, Mumbai",400 - 700
D Rajwada Terrace Top Party Lawn,"Palghar, Mumbai",718 - 818
Mangalwadi lawns umroli,"Palghar, Mumbai",395 - 675
Gurukripa Marriage Hall,"Palghar, Mumbai",350
Thakibai Garden Hall,"Palghar, Mumbai",600 - 1000
Shambhala Farm,"Palghar, Mumbai","65,000"
Malhar Sea Lawn Resort,"Palghar, Mumbai","50,000"
Anand Residency,"Palghar, Mumbai","25,000"
Hotel Solitaire Regency,"Palghar, Mumbai","2,00,000"
Samarth Krupa Farm,"Palghar, Mumbai","1,30,000"
Jaldevi Agro Tourism,"Palghar, Mumbai","1,00,000"
Morad Krishi Paryatan Beach Resorts,"Palghar, Mumbai","1,300"
