Venue Name,Venue Location,Price per Plate
Vasantam Party Lawn,"Dhanori, Pune",450 - 500
Tirupati Garden & Lawns,"Dhanori, Pune","1,00,000"
Om Chaitanya Gagangiri Mangal Karyalay,"Dhanori, Pune","50,000"
