Venue Name,Venue Location,Price per Plate
Indrapuri Palace AC Banquet with Garden,"Behala, Kolkata","80,000"
Saptapadi Banquet Hall,"Behala, Kolkata",550 - 750
Aroma Festive Hall,"Behala, Kolkata",600 - 750
Manoka Banquet Hall,"Behala, Kolkata",750 - 950
BASUSHREE Banquet Hall,"Behala, Kolkata",800 - 800
Breathing Earth,"Behala, Kolkata",600 - 800
Hotel Sea Bird,"Behala, Kolkata",600 - 850
HOTEL NANDINI,"Behala, Kolkata",600 - 750
The Marquee,"Behala, Kolkata",750 - 850
Sonamati Villa,"Behala, Kolkata",599 - 699
Moonshine Banquet Hall,"Behala, Kolkata",600 - 750
Ozora Banquet Hall,"Behala, Kolkata",2000 - 1500
Hotel NS International,"Behala, Kolkata",550 - 800
Hotel Royal Garden,"Behala, Kolkata",600 - 850
Balak Sangha Party Hall,"Behala, Kolkata",600 - 850
Panthashala Shantiniketan Lawn,"Behala, Kolkata",700 - 900
Soham Deep Villa,"Behala, Kolkata",600 - 750
VIP Hall,"Behala, Kolkata",600 - 700
Swarnalekha Hall,"Behala, Kolkata",500 - 600
Dream Palace,"Behala, Kolkata",600 - 750
Hotel Esteem,"Behala, Kolkata",700 - 800
Kaibalya Bhavan,"Behala, Kolkata",750 - 900
Bishnupriya Banquet,"Behala, Kolkata",600 - 700
Moments Hall,"Behala, Kolkata",850 - 850
