Venue Name,Venue Location,Price per Plate
Panvelkar Mangal Karyalay Hall,"Ambernath, Mumbai",300
Anandi Banquet And Lawns,"Ambernath, Mumbai",500 - 700
Maharaja The Royal Resort,"Ambernath, Mumbai",1200 - 1400
Suyog Mangal Karyalaya Hall,"Ambernath, Mumbai",300
Panvelkar Mangal Karyalay,"Ambernath, Mumbai",350 - 450
Brahman Sabha Mangal Karyalay,"Ambernath, Mumbai",300
Sahyadri Mangal Karyalaya,"Ambernath, Mumbai",800
Chandrasuman Mangal Karyalay,"Ambernath, Mumbai",300 - 400
Star Banquets,"Ambernath, Mumbai",218 - 298
Rangoli Garden Restaurant Hall,"Ambernath, Mumbai",550 - 650
Hotel S3 Park Hall,"Ambernath, Mumbai",650 - 750
Rangoli Garden Hall,"Ambernath, Mumbai",500 - 600
Lavish Hall Mumbai,"Ambernath, Mumbai",350 - 450
"Maharaja The Royal Resort, Ambernath","Ambernath, Mumbai",550 - 750
B N Farm Lawn,"Ambernath, Mumbai","80,000"
Galaxy Lawn,"Ambernath, Mumbai","1,35,005"
Rangoli Restaurant Hall,"Ambernath, Mumbai","35,000"
