Venue Name,Venue Location,Price per Plate
Kiaraa Banquet Hall,"Mulund West, Mumbai",600 - 750
Ceremonial Banquets,"Mulund West, Mumbai",945
Golden Star Banquet Hall,"Mulund West, Mumbai",550 - 600
kirti mahal banquet,"Mulund West, Mumbai",700
Maharashtra Seva Sangh,"Mulund West, Mumbai",700
Prasad Food Divine,"Mulund West, Mumbai",700
Indraneel Banquet Hall,"Mulund West, Mumbai",600
Sahiti Banquet Hall,"Mulund West, Mumbai",250 - 350
Hotel Shilpa Residency Hall,"Mulund West, Mumbai",650 - 750
Mansion Lounge Mini Hall,"Mulund West, Mumbai",950 - 1050
La Flame Hall,"Mulund West, Mumbai",1000 - 1500
Indraprastha Hall,"Mulund West, Mumbai",500
Padmavati Banquet Hall,"Mulund West, Mumbai",750
Tathastu Banquet,"Mulund West, Mumbai",550 - 800
Queen's Kitchen And Mocktails,"Mulund West, Mumbai",750
Saraswat Wadi Hall,"Mulund West, Mumbai",450
Hotel Archana Residency Hall,"Mulund West, Mumbai",550
Merriment Banquet Hall,"Mulund West, Mumbai",500
Shiv Sagar Banquets,"Mulund West, Mumbai",450 - 550
"Merriment Banquet Hall, Mumbai","Mulund West, Mumbai",450
Sorriso Brasserie Mini Hall,"Mulund West, Mumbai",650 - 750
Richardson Cruddas,"Mulund West, Mumbai","30,000"
Dream Residency Hall,"Mulund West, Mumbai",750 - 850
Shiv Sagar Banquet Hall,"Mulund West, Mumbai",550
