Venue Name,Venue Location,Price per Plate
The Regenza by Tunga,"Vashi, Navi Mumbai",750 - 1200
"Shivraj Banquet Hall, Navi Mumbai","Vashi, Navi Mumbai",950 - 1050
Windflower Banquets & Convention,"Vashi, Navi Mumbai",900 - 1000
WindFlower Banquets,"Vashi, Navi Mumbai",700 - 800
Frontier Banquets,"Vashi, Navi Mumbai",800 - 900
Aaditya Banquet Hall,"Vashi, Navi Mumbai",700 - 800
Five Star Banquet Hall,"Vashi, Navi Mumbai",750
Ibiza Banquets,"Vashi, Navi Mumbai",500 - 600
Shree Balaji Mandir Hall,"Vashi, Navi Mumbai",500
Vista Banquet,"Vashi, Navi Mumbai",750
Gurav Gynati Hall,"Vashi, Navi Mumbai",600
"The Thekka, Mumbai","Vashi, Navi Mumbai",800 - 950
Royal Orchid Central Grazia,"Vashi, Navi Mumbai",1250 - 1450
Kairali Kala Mandal,"Vashi, Navi Mumbai","75,000"
Royal Banquet Hall,"Vashi, Navi Mumbai","65,000"
Hope Banquet,"Vashi, Navi Mumbai","50,000"
Ashoka Banquet Hall,"Vashi, Navi Mumbai","1,50,000"
