Venue Name,Venue Location,Price per Plate
Subham Garden Party Banquet Hall,"Kandivali, Mumbai",468 - 668
"New Darshan Banquet, Mumbai","Kandivali, Mumbai",700 - 900
Korakendra Ground,"Kandivali, Mumbai",750 - 750
Raghuleela Banquets,"Kandivali, Mumbai",500 - 500
Gurukrupa Party Hall,"Kandivali, Mumbai",300
Avirahi Banquets,"Kandivali, Mumbai",830
Hotel Sai Palace Grand,"Kandivali, Mumbai",600 - 750
Wow Banquets,"Kandivali, Mumbai",900 - 1000
Shagun Ac Party Hall,"Kandivali, Mumbai",318
Hotel Sea Side,"Kandivali, Mumbai",500 - 500
Radhe Krishna Party Hall,"Kandivali, Mumbai",400 - 400
Shalini Marriage and Party Hall,"Kandivali, Mumbai",700
Halai Lohana Balasharam,"Kandivali, Mumbai",500 - 500
The Country Club Lawn and Banquet's,"Kandivali, Mumbai",1000 - 1300
MCA Sachin Tendulkar Gymkhana Hatrick Banquet Hall,"Kandivali, Mumbai",1300 - 1500
Shree Halai Lohana Mahajan Wadi Banquet Hall 1,"Kandivali, Mumbai",600
Shantaba Sabhagriha Hall,"Kandivali, Mumbai",350
Yogi Party Hall,"Kandivali, Mumbai",350 - 450
"Wow Banquets, Mumbai","Kandivali, Mumbai",400
Shubham Garden Party Hall,"Kandivali, Mumbai",650
Jalaram Hall,"Kandivali, Mumbai",400 - 400
Kandivali Recreation Club,"Kandivali, Mumbai",300
Sethia Banquets,"Kandivali, Mumbai",600
Village - The Soul of India,"Kandivali, Mumbai",700 - 850
