Venue Name,Venue Location,Price per Plate
Hotel Kabir Palace,"Karol Bagh, Delhi Ncr",800 - 1000
Golden Moments Banquet Lawn,"Karol Bagh, Delhi Ncr",1416 - 1780
Hotel Grand Imperial,"Karol Bagh, Delhi Ncr",2018 - 2218
BB Palace Hall,"Karol Bagh, Delhi Ncr",1218 - 1318
Yug Villa Hall,"Karol Bagh, Delhi Ncr",818 - 918
Hotel La Vista Hall 1,"Karol Bagh, Delhi Ncr",918 - 1018
Arpit Palace Hall,"Karol Bagh, Delhi Ncr",868 - 968
Hotel High 5 Land Hall,"Karol Bagh, Delhi Ncr",700 - 850
Hotel Tourist Deluxe Hall,"Karol Bagh, Delhi Ncr",650 - 750
United Coffee House,"Karol Bagh, Delhi Ncr",750 - 850
Hotel Pals Inn,"Karol Bagh, Delhi Ncr",800 - 950
Meet n stay,"Karol Bagh, Delhi Ncr",600 - 750
The Royal Pearl,"Karol Bagh, Delhi Ncr",650 - 800
Hotel Sun View International Banquet Hall,"Karol Bagh, Delhi Ncr",650 - 750
Hotel Sohi Residency,"Karol Bagh, Delhi Ncr",700 - 1000
Dewdrop Intercity Hotel Delhi,"Karol Bagh, Delhi Ncr",750 - 850
Hotel Pablas International,"Karol Bagh, Delhi Ncr",450 - 550
Dream Heritage Banquet,"Karol Bagh, Delhi Ncr",1000 - 1300
Hotel Fortuner Hall,"Karol Bagh, Delhi Ncr",600 - 700
Alfa Gardens,"Karol Bagh, Delhi Ncr",1200 - 1400
Myrah Banquet Hall,"Karol Bagh, Delhi Ncr",850 - 1050
Banquet Hall Delhi,"Karol Bagh, Delhi Ncr","50,000"
Hotel Sopan Heights,"Karol Bagh, Delhi Ncr","25,000"
Hotel Blue Bell,"Karol Bagh, Delhi Ncr","65,000"
