Venue Name,Venue Location,Price per Plate
Ritz Comfort Banquet Hall,"Dwaraka Nagar, Visakhapatnam",500 - 600
Sarovar Banquet Hall,"Dwaraka Nagar, Visakhapatnam",318 - 468
Hotel Diamonds Pearl,"Dwaraka Nagar, Visakhapatnam",518 - 718
Ambedkar Function Hall,"Dwaraka Nagar, Visakhapatnam",500 - 600
Sarovar Hotel,"Dwaraka Nagar, Visakhapatnam",650 - 850
S Conventions Centre,"Dwaraka Nagar, Visakhapatnam",450 - 500
Fortune inn,"Dwaraka Nagar, Visakhapatnam","1,01,018"
Quality Inn Bez Krishnaa,"Dwaraka Nagar, Visakhapatnam",600 - 800
Hotel Budhil park,"Dwaraka Nagar, Visakhapatnam","50,018"
Sunitha Banquet Hall,"Dwaraka Nagar, Visakhapatnam","50,000"
Kamalpriya Banquet Ac Function Hall,"Dwaraka Nagar, Visakhapatnam","75,000"
Ravichander Mini Function Hall,"Dwaraka Nagar, Visakhapatnam","9,500"
V Hotel Banquet Hall,"Dwaraka Nagar, Visakhapatnam","70,000"
