Venue Name,Venue Location,Price per Plate
GB Inn,"Neyyattinkara, Thiruvananthapuram",250 - 400
RB Palace,"Neyyattinkara, Thiruvananthapuram",413 - 472
Annies kitchen,"Neyyattinkara, Thiruvananthapuram",250 - 330
Devunanda Auditorium,"Neyyattinkara, Thiruvananthapuram","50,000"
Hotel Royal park Roof top,"Neyyattinkara, Thiruvananthapuram",375 - 500
Priyatama Auditorium,"Neyyattinkara, Thiruvananthapuram","15,000"
Sarigama Auditorium,"Neyyattinkara, Thiruvananthapuram","30,000"
KS Auditorium,"Neyyattinkara, Thiruvananthapuram","20,000"
Kairali Auditorium,"Neyyattinkara, Thiruvananthapuram","1,45,000"
Swathy Auditorium,"Neyyattinkara, Thiruvananthapuram",On Request
Devika Auditorium,"Neyyattinkara, Thiruvananthapuram","35,000"
Chitra Auditorium,"Neyyattinkara, Thiruvananthapuram","50,000"
Royal auditorium,"Neyyattinkara, Thiruvananthapuram","33,000"
Jayamahesh Kalyanamandapam,"Neyyattinkara, Thiruvananthapuram","50,575"
