Venue Name,Venue Location,Price per Plate
M Pro Palace,"Metagalli, Mysore",468 - 518
Mayflower Hotel,"Metagalli, Mysore",240 - 340
Royal Inn,"Metagalli, Mysore",375 - 425
Golden Landmark Resort,"Metagalli, Mysore",1000 - 1200
Kusuma Chandrasekhar Convention Hall,"Metagalli, Mysore","1,30,000"
