Venue Name,Venue Location,Price per Plate
Palmleaves Beach Resort,"Kazhakuttam, Thiruvananthapuram",649 - 767
Baital Al Mandi Restaurant,"Kazhakuttam, Thiruvananthapuram",165 - 165
Al Saj Convention Centre The Milky Way,"Kazhakuttam, Thiruvananthapuram",On Request
Travancore international convention centre,"Kazhakuttam, Thiruvananthapuram","3,54,000"
Jaganya Auditorium,"Kazhakuttam, Thiruvananthapuram","35,000"
Terrace Hall,"Kazhakuttam, Thiruvananthapuram",325 - 325
The Sports Hub - Press Conference Hall,"Kazhakuttam, Thiruvananthapuram",On Request
Lakshmi Hall,"Kazhakuttam, Thiruvananthapuram","40,000"
Fathima Auditorium,"Kazhakuttam, Thiruvananthapuram","75,000"
Kalabash garden,"Kazhakuttam, Thiruvananthapuram","22,500"
Cricket Shack,"Kazhakuttam, Thiruvananthapuram","1,000"
The Platinum Inn,"Kazhakuttam, Thiruvananthapuram","15,000"
Lekshmi Tower,"Kazhakuttam, Thiruvananthapuram","15,000"
Karthika Park,"Kazhakuttam, Thiruvananthapuram","1,57,400"
Avoki Resorts Hall,"Kazhakuttam, Thiruvananthapuram","65,000"
Rohini Auditorium,"Kazhakuttam, Thiruvananthapuram","25,000"
V N Auditorium,"Kazhakuttam, Thiruvananthapuram","20,000"
Safa Convention Centre,"Kazhakuttam, Thiruvananthapuram","1,85,000"
