Venue Name,Venue Location,Price per Plate
AD Marriage House Saltlake,"Bidhannagar, Kolkata",800 - 1200
The Platinum Mini Hall,"Bidhannagar, Kolkata",350 - 450
Bhojan Banquet,"Bidhannagar, Kolkata",800 - 1000
Charnock's Hall,"Bidhannagar, Kolkata",1500 - 2000
Afraa Lounge Restaurant,"Bidhannagar, Kolkata",750 - 950
Keshar Kunj Marriage Place,"Bidhannagar, Kolkata",500 - 700
Shangri-La pavililon,"Bidhannagar, Kolkata",1100 - 1200
Prakash Bhavan Hall,"Bidhannagar, Kolkata","16,000"
FD Community Centre,"Bidhannagar, Kolkata","45,000"
Krishna Vatika Banquet,"Bidhannagar, Kolkata","1,20,000"
BA Block Community Hall,"Bidhannagar, Kolkata","1,20,000"
The Stadel Banquet Hall,"Bidhannagar, Kolkata","1,20,000"
Mewar Hall,"Bidhannagar, Kolkata","1,60,000"
Altair Boutique Hall,"Bidhannagar, Kolkata","2,00,000"
Tangerine Royale Banquets,"Bidhannagar, Kolkata","55,000"
Vedam Lawns,"Bidhannagar, Kolkata","1,20,000"
