Venue Name,Venue Location,Price per Plate
Hotel Le Ruchi,"Hinkal, Mysore",650 - 750
Hotel Ruchi The Prince,"Hinkal, Mysore",468 - 668
Grand Maurya Hotel Resort,"Hinkal, Mysore",450 - 550
Konkan Bhavana - Konkani,"Hinkal, Mysore",750 - 850
Grand Maurya Hotel Resort,"Hinkal, Mysore",450
Kavery Function Hall,"Hinkal, Mysore",850
Oyster Bay,"Hinkal, Mysore",580 - 825
Kalyani Hotel,"Hinkal, Mysore",425 - 525
Divyaroopa Kalyana Mantapa,"Hinkal, Mysore","70,000"
Jaggesh Convention Hall,"Hinkal, Mysore","1,50,000"
Sapthapadi Convention Hall,"Hinkal, Mysore","2,50,000"
