Venue Name,Venue Location,Price per Plate
Mega Garden Function Hall,"Balapur, Hyderabad","36,000"
Pearls City Garden Function Hall,"Balapur, Hyderabad","50,000"
Samala Papi Reddy Gardens,"Balapur, Hyderabad","2,83,200"
Salzee Gardens,"Balapur, Hyderabad","76,000"
Bala Garden Function Hall,"Balapur, Hyderabad","56,000"
Pearl Palace Function Hall,"Balapur, Hyderabad","50,000"
YAR Gardens Function Hall,"Balapur, Hyderabad","1,00,000"
Sri Vijayalakshmi Gardens,"Balapur, Hyderabad","10,000"
MDR Function Hall,"Balapur, Hyderabad","25,000"
NJ Garden Function Hall,"Balapur, Hyderabad","25,000"
WZ Convention And Banquet Hall,"Balapur, Hyderabad","35,000"
CKR Gardens,"Balapur, Hyderabad","25,000"
SPR Garden Function Hall,"Balapur, Hyderabad","2,00,000"
AJ Pearl Palace,"Balapur, Hyderabad","80,000"
CRR Convention Hall,"Balapur, Hyderabad","1,50,000"
