Venue Name,Venue Location,Price per Plate
Hotel Grande 51,"Navi Mumbai, Navi Mumbai",600 - 700
Venkat Presidency Hotel & Banquets,"Navi Mumbai, Navi Mumbai",1000 - 1200
Utkarsha Banquets,"Navi Mumbai, Navi Mumbai",500
Hotel Peace Park Panvel,"Navi Mumbai, Navi Mumbai",400 - 450
Hotel Three Star Hall,"Navi Mumbai, Navi Mumbai",650
Yogi Executive Hall,"Navi Mumbai, Navi Mumbai",750 - 950
The Atrangii House,"Navi Mumbai, Navi Mumbai",550 - 650
"Pouva Deck, Kopar Khairane","Navi Mumbai, Navi Mumbai",600 - 800
"Sahakar Bhavan Hall, Mumbai","Navi Mumbai, Navi Mumbai",350
"KAINAT WEDDING HALL, Mumbra","Navi Mumbai, Navi Mumbai","80,000"
Suruchi Bhog Banquet Hall,"Navi Mumbai, Navi Mumbai","75,000"
