Venue Name,Venue Location,Price per Plate
Ramada golden tulip,"Shivaji Nagar, Bangalore",393 - 525
Pai Resorts,"Shivaji Nagar, Bangalore",310 - 350
Pearl Banquet,"Shivaji Nagar, Bangalore",603 - 708
The Grand Taj Party Hall,"Shivaji Nagar, Bangalore",450 - 550
Phoenix Hotel And Resort Banquet Hall,"Shivaji Nagar, Bangalore",560 - 767
Onix Banquet Hall,"Shivaji Nagar, Bangalore",250 - 400
Regenta Place Banquet Hall,"Shivaji Nagar, Bangalore",650 - 750
Konark Party Hall,"Shivaji Nagar, Bangalore",450
Golden Tulip Regenta Place By Royal Orchid Hotels,"Shivaji Nagar, Bangalore",518 - 618
The Wild Club and Resorts,"Shivaji Nagar, Bangalore",699 - 899
Cutchi Memon Jamath,"Shivaji Nagar, Bangalore",600 - 750
Ballal Residency,"Shivaji Nagar, Bangalore",550 - 750
Jayamahal Palace Front Lawn,"Shivaji Nagar, Bangalore",787 - 997
Gulistan Shadi Mahal Hall,"Shivaji Nagar, Bangalore",800 - 1000
A S Convention Hall,"Shivaji Nagar, Bangalore","85,000"
Ramada Bangalore Mini Hall,"Shivaji Nagar, Bangalore",650 - 800
"Onix Banquet Hall,","Shivaji Nagar, Bangalore",400 - 500
Elgin Palace,"Shivaji Nagar, Bangalore","1,05,000"
Pyaru khans convention hall,"Shivaji Nagar, Bangalore","22,000"
Star Party Hall,"Shivaji Nagar, Bangalore","10,000"
AKP Convention Centre 1,"Shivaji Nagar, Bangalore","65,000"
Sri Vellore Arunachala Mudaliar Memorial Trust,"Shivaji Nagar, Bangalore","25,018"
Bhavasar Kshatriya Kalyanam Mandapam Hall,"Shivaji Nagar, Bangalore","55,000"
Hotel AJ International Hall,"Shivaji Nagar, Bangalore","80,000"
