Venue Name,Venue Location,Price per Plate
Nicco Park And Resort,"Salt Lake, Kolkata",1018 - 1215
Hotel The Sojourn,"Salt Lake, Kolkata",650 - 850
Beyzaa Hotel,"Salt Lake, Kolkata",850 - 950
Dishari Banquet,"Salt Lake, Kolkata",600 - 800
Solitaire Banquet,"Salt Lake, Kolkata",800 - 1000
Krishna Vatika,"Salt Lake, Kolkata",800 - 1000
Dream Hut Resort Lawn,"Salt Lake, Kolkata",800 - 1000
Aayojan Banquet Hall,"Salt Lake, Kolkata",800 - 1000
Debdyut Banquet Hall,"Salt Lake, Kolkata",850 - 950
Regent Palace Garden,"Salt Lake, Kolkata",850 - 950
Opal Banquet,"Salt Lake, Kolkata",800 - 950
De Sovrani Hotel,"Salt Lake, Kolkata",850 - 950
Udjapan,"Salt Lake, Kolkata",600 - 700
Sahebiana Banquet Hall,"Salt Lake, Kolkata",800 - 1000
Westside Pavillion,"Salt Lake, Kolkata",1500 - 1700
Hotel Ananya Banquet Hall,"Salt Lake, Kolkata",700 - 800
NRS GROUP Hotel Puri Banquet Hall,"Salt Lake, Kolkata",850 - 1000
Bombay Shiv Sagar Banquet,"Salt Lake, Kolkata",550 - 650
Gokul Banquets Hall,"Salt Lake, Kolkata",650 - 750
Aakash Guest House,"Salt Lake, Kolkata",630 - 750
Golden Tulip,"Salt Lake, Kolkata",800 - 900
SPREE BANQUETS Hall,"Salt Lake, Kolkata",750 - 850
Warmth Hospitality Hall,"Salt Lake, Kolkata",950 - 1050
Brio Hotel Hall,"Salt Lake, Kolkata",750 - 1000
