Venue Name,Venue Location,Price per Plate
The Atrium Boutique Hotel,"Bannimantap, Mysore",425 - 750
The Olive Star,"Bannimantap, Mysore",399 - 499
Regenta Central Herald Mysore By Royal Orchid Hotels,"Bannimantap, Mysore",800 - 1050
Aiman Convention Hall,"Bannimantap, Mysore",750 - 950
Palace Function Hall,"Bannimantap, Mysore",750 - 950
Hotel Q! Star,"Bannimantap, Mysore",850 - 950
Sri Someshwara Convention Hall,"Bannimantap, Mysore",900
"AR Convention Centre,Mysuru","Bannimantap, Mysore",750
Golden Palace Convention Centre,"Bannimantap, Mysore",550 - 650
Regenta Central Herald,"Bannimantap, Mysore",550 - 650
"Golden Palace Convention Centre,Mysore","Bannimantap, Mysore",550 - 650
White Hall Banquets,"Bannimantap, Mysore",350
Shivaram Rio Meridian,"Bannimantap, Mysore",500 - 600
Prestige Garden,"Bannimantap, Mysore","85,000"
Sambrama Convention Hall,"Bannimantap, Mysore","3,00,000"
JC Convention Center,"Bannimantap, Mysore","1,60,018"
AR Convention Centre,"Bannimantap, Mysore","1,65,018"
Sri Karumariyamma Kalyana Mantapa,"Bannimantap, Mysore","60,000"
Taj Convention Hall,"Bannimantap, Mysore","80,000"
Golden Palace Convention Center,"Bannimantap, Mysore","80,000"
Na Cha Bhavan,"Bannimantap, Mysore","79,999"
Abids Convention Centre,"Bannimantap, Mysore","1,00,000"
Sampradaya Convention Hall,"Bannimantap, Mysore","38,000"
GPS Convention Hall,"Bannimantap, Mysore","25,000"
