Venue Name,Venue Location,Price per Plate
Paakashala Banquet Hall,"Jp Nagar, Bangalore",385
Shree Kala mantapa,"Jp Nagar, Bangalore","1,16,000"
Star Convention Centre,"Jp Nagar, Bangalore","3,07,000"
Minhaj Function Hall,"Jp Nagar, Bangalore","16,000"
Hotel Ambient Turret,"Jp Nagar, Bangalore",500 - 1000
Inchara Hotel,"Jp Nagar, Bangalore",577 - 682
Pai Flamingo Party Hall,"Jp Nagar, Bangalore",420 - 577
Octave Horizon,"Jp Nagar, Bangalore",393 - 472
Shanthi Sagar Party Hall,"Jp Nagar, Bangalore",330
Fountain Tree Banquet Hall,"Jp Nagar, Bangalore",826 - 944
Raja Galaxy,"Jp Nagar, Bangalore",20000 - 20000
Brundhavana Party Hall,"Jp Nagar, Bangalore",358 - 368
Nandhini Banquet Hall 1,"Jp Nagar, Bangalore",367 - 472
Vasantha Grand Party Hall,"Jp Nagar, Bangalore",325
Zaitoon Banquet Hall,"Jp Nagar, Bangalore",531 - 661
Le Arabia Banquet Hall,"Jp Nagar, Bangalore",550 - 750
Elite Mini Party Hall,"Jp Nagar, Bangalore",555 - 655
Anand Party Hall,"Jp Nagar, Bangalore",20005 - 20005
Kai Laya Party Hall,"Jp Nagar, Bangalore",343
Deja Vu Banquet Hall,"Jp Nagar, Bangalore",568 - 718
Kesariya Banquet Hall,"Jp Nagar, Bangalore",668
Augusta Club,"Jp Nagar, Bangalore",600 - 700
Hotel Hindusthan International,"Jp Nagar, Bangalore",1000 - 1200
Hotel Pai Comforts,"Jp Nagar, Bangalore",600 - 750
