Venue Name,Venue Location,Price per Plate
Lazy Bear Party Hall,"Patel Nagar, Delhi",200 - 500
Grand Venizia,"Patel Nagar, Delhi",850 - 1050
Hotel Amrapali Grand,"Patel Nagar, Delhi",800 - 900
Hotel Golden Grand,"Patel Nagar, Delhi",1218 - 1418
