Venue Name,Venue Location,Price per Plate
Hotel white city,"Paravoor, Kochi",495 - 444
Hotel Grand Muziris Heritage Hall,"Paravoor, Kochi",531 - 649
Hotel Cee Cee Tower - Utsav Hall,"Paravoor, Kochi",472 - 531
Paravoor Galaxy Hotels Polaris Hall,"Paravoor, Kochi",442 - 531
Clouds Village Farm Stay,"Paravoor, Kochi",318 - 468
Manjaly Backwater Resort,"Paravoor, Kochi",400 - 600
KGEES Town Hotel,"Paravoor, Kochi",468 - 618
Hall in Hall,"Paravoor, Kochi","27,000"
Central Auditorium,"Paravoor, Kochi","56,500"
Anugraha Auditorium,"Paravoor, Kochi","21,000"
SNDP Hall vavakkad,"Paravoor, Kochi","15,000"
St Thomas Forane Church Hall,"Paravoor, Kochi","20,000"
Panchajanyam auditorium,"Paravoor, Kochi","25,000"
Napa Conference Hall,"Paravoor, Kochi","37,400"
NSS Hall,"Paravoor, Kochi","30,000"
Hotel Grand Muzaris,"Paravoor, Kochi","1,00,000"
Krishna Auditorium,"Paravoor, Kochi","35,000"
St Sebastain Hall,"Paravoor, Kochi","7,000"
NSS Auditorium,"Paravoor, Kochi","60,000"
Tressa Garden,"Paravoor, Kochi",On Request
Raganath Auditorium,"Paravoor, Kochi","66,000"
