Venue Name,Venue Location,Price per Plate
The Galaxy Resorts,"Bahadurgarh, Delhi Ncr",518 - 818
Ujjwal Garden,"Bahadurgarh, Delhi Ncr","1,00,000"
Vrindavan Garden Bahadurgarh,"Bahadurgarh, Delhi Ncr","55,000"
Shagun Mahal,"Bahadurgarh, Delhi Ncr","1,218"
Hotel SK Park Rosella,"Bahadurgarh, Delhi Ncr",600 - 800
J D Celebration,"Bahadurgarh, Delhi Ncr","1,418"
Maharaja Palace,"Bahadurgarh, Delhi Ncr",718
Roop Garden Hall,"Bahadurgarh, Delhi Ncr",515 - 715
Hotel Red Huts Banquet Hall,"Bahadurgarh, Delhi Ncr",818 - 1218
Kashi Garden,"Bahadurgarh, Delhi Ncr",850
Hotel Blue Heaven Mini Hall,"Bahadurgarh, Delhi Ncr",450
R K Farm,"Bahadurgarh, Delhi Ncr","1,77,000"
Lee Farm,"Bahadurgarh, Delhi Ncr","1,41,600"
Rajvansh Garden,"Bahadurgarh, Delhi Ncr","50,000"
Shree Shyam ji Vatika,"Bahadurgarh, Delhi Ncr","35,000"
Solanki Vatika,"Bahadurgarh, Delhi Ncr","60,000"
Narendra Farm,"Bahadurgarh, Delhi Ncr","70,000"
Rathee Farm,"Bahadurgarh, Delhi Ncr","1,10,000"
Ishika Garden,"Bahadurgarh, Delhi Ncr","40,000"
Deepali Garden,"Bahadurgarh, Delhi Ncr","50,000"
City Palace,"Bahadurgarh, Delhi Ncr","51,000"
Amar Vatika,"Bahadurgarh, Delhi Ncr","50,000"
Priya Vatika,"Bahadurgarh, Delhi Ncr","35,000"
Dalip Farm & AC Banquet,"Bahadurgarh, Delhi Ncr","70,000"
