Venue Name,Venue Location,Price per Plate
Hotel Tahoura International,"Belgharia, Kolkata",650 - 750
Manjari Palace,"Belgharia, Kolkata",450 - 550
Anandam Banquets & Conference Hall,"Belgharia, Kolkata",650 - 750
Debangan Marriage Hall,"Belgharia, Kolkata",650 - 850
Hotel Sonali Bangla,"Belgharia, Kolkata",600 - 750
Gitanjali Banquet Hall,"Belgharia, Kolkata",750 - 850
AMK Marriage House Lawn 1,"Belgharia, Kolkata","50,000"
Kusum Niketan Marriage Hall,"Belgharia, Kolkata","35,000"
