Venue Name,Venue Location,Price per Plate
Veda Convention Lawn,"Ibrahimpatnam, Hyderabad","5,00,000"
PSR Shloka Convention,"Ibrahimpatnam, Hyderabad",1
MM Garden Function Hall - Lawn,"Ibrahimpatnam, Hyderabad","65,000"
YLR Gardens,"Ibrahimpatnam, Hyderabad","65,000"
Munnuru Kapu Conference Hall,"Ibrahimpatnam, Hyderabad","12,000"
Bharat Gardens,"Ibrahimpatnam, Hyderabad","45,000"
Galva Madhu Sudhan Reddy Function Hall 1,"Ibrahimpatnam, Hyderabad","25,000"
Swapna Vedika,"Ibrahimpatnam, Hyderabad","10,000"
Mallikarjuna Function Hall,"Ibrahimpatnam, Hyderabad","40,000"
Vinoda Convention,"Ibrahimpatnam, Hyderabad","25,000"
Shastha Gardens,"Ibrahimpatnam, Hyderabad","75,000"
KMR Function Hall,"Ibrahimpatnam, Hyderabad","46,000"
