Venue Name,Venue Location,Price per Plate
Village glory resort Chinchani,"Chinchani, Mumbai",1500 - 2000
The Hotel Pavillion Party Lawn,"Chinchani, Mumbai","90,018"
Krishna Greenriz Open Lawn,"Chinchani, Mumbai","90,000"
