Venue Name,Venue Location,Price per Plate
Opera Banquet Hall,"Kammanahalli, Bangalore",318 - 531
Shiva Keshava Party Hall,"Kammanahalli, Bangalore",12500 - 12500
Royal Serenity,"Kammanahalli, Bangalore",318 - 468
Grand Party Hall,"Kammanahalli, Bangalore",150 - 250
Ajji Mane Comforts,"Kammanahalli, Bangalore",550 - 650
Sri Udupi Food Hub Opera Party Hall,"Kammanahalli, Bangalore",500
Nandhana Palace Kammanahalli,"Kammanahalli, Bangalore",367 - 472
Lamcy Banquet Hall,"Kammanahalli, Bangalore",25000 - 25000
Arirang Korean Restaurant Mini Hall,"Kammanahalli, Bangalore",650 - 750
Tripti Party Hall 1,"Kammanahalli, Bangalore",6000 - 6000
Sri Lakshmi Party Hall,"Kammanahalli, Bangalore","21,000"
Akash convention hall,"Kammanahalli, Bangalore","55,000"
Trinity Party Hall,"Kammanahalli, Bangalore","35,500"
Siddheshwar Kalyana Mantapa,"Kammanahalli, Bangalore","53,000"
Kammavari Trust,"Kammanahalli, Bangalore","50,018"
Managolis Shri Sitaram Bhavan,"Kammanahalli, Bangalore","2,15,018"
