Venue Name,Venue Location,Price per Plate
Ayodhya Upachar Party Hall,"Banashankari, Bangalore",294
Shetty Gardenia Party Hall,"Banashankari, Bangalore",649 - 896
Sumos Sankalp Banquet Hall,"Banashankari, Bangalore",425
Sindhoora Gardenia Party Hall,"Banashankari, Bangalore",375 - 575
Nandhini Banquet Hall 4,"Banashankari, Bangalore",367 - 472
Jatin Party Hall,"Banashankari, Bangalore","15,000"
Sri Srinivasa Nilaya Dharmika Sabha Mandira,"Banashankari, Bangalore",297
Sri Vinayaka Mini Party Hall,"Banashankari, Bangalore","35,000"
Jalsa Party Hall,"Banashankari, Bangalore",550 - 650
Udupi Upachar Party Hall,"Banashankari, Bangalore",413
RNM Party Hall,"Banashankari, Bangalore",531
Udupi Ruchi Grand,"Banashankari, Bangalore",250
Punjabi Masala Party Hall,"Banashankari, Bangalore",350
1947 Banquet Hall Banashankari,"Banashankari, Bangalore",500
Hara Fine Dine Party Hall,"Banashankari, Bangalore",400
Thamboola Banquet Hall,"Banashankari, Bangalore",649
Castle Rock,"Banashankari, Bangalore",500 - 600
GTR Prince Palace Party Hall,"Banashankari, Bangalore","28,005"
New Sagar Party Hall,"Banashankari, Bangalore",315
Shetty Gardenia Hotel Roof Garden,"Banashankari, Bangalore",468 - 668
GTR Prince Party Hall,"Banashankari, Bangalore","28,005"
K R Party Hall,"Banashankari, Bangalore",450 - 650
Sri Bhairava Party Hall,"Banashankari, Bangalore",550 - 650
Shri Krishna Dharmika Sabhangana,"Banashankari, Bangalore",650
