Venue Name,Venue Location,Price per Plate
Lilabati Devi Resorts,"A C Lane, Kolkata",718 - 918
Shushila Plaza Marriage Hall,"A C Lane, Kolkata",599 - 699
Byepass Resort,"A C Lane, Kolkata",800 - 900
Shree Banquets,"A C Lane, Kolkata","50,000"
