Venue Name,Venue Location,Price per Plate
Abad Plaza - Grand Ball Hall,"Fort Kochi, Kochi",560 - 619
Hotel Fort Queen - Anchor Hall,"Fort Kochi, Kochi",531 - 708
Grand Canyon - Hall 1,"Fort Kochi, Kochi",442 - 531
Fragrant nature,"Fort Kochi, Kochi",885 - 1003
Old Lighthouse Bristow Hotel,"Fort Kochi, Kochi",885 - 1121
Ayana Fort Kochi,"Fort Kochi, Kochi",531 - 590
Moidus Heritage,"Fort Kochi, Kochi",354 - 449
No 18 Cambridge,"Fort Kochi, Kochi",590 - 672
The killians,"Fort Kochi, Kochi",675 - 750
Fort House Hotel,"Fort Kochi, Kochi",1180 - 1770
Laions,"Fort Kochi, Kochi",1 - 1
The Travancore Heritage,"Fort Kochi, Kochi",699 - 899
David Hall Art Gallery and Cafe,"Fort Kochi, Kochi",800 - 1200
Santa Cruz Basilica Parish Hall,"Fort Kochi, Kochi","10,000"
Udyan Convention Centre,"Fort Kochi, Kochi","90,000"
First Point Auditorium,"Fort Kochi, Kochi",On Request
