Venue Name,Venue Location,Price per Plate
Marathi Vidyalaya Marriage Ground,"Ghatkopar, Mumbai","2,00,000"
Lavender Bough Hall 1,"Ghatkopar, Mumbai",650
Sanoor Banquet Hall,"Ghatkopar, Mumbai",518 - 718
Meghdoot Banquet,"Ghatkopar, Mumbai",450 - 600
LA BANQ,"Ghatkopar, Mumbai",683
DRS Banquet,"Ghatkopar, Mumbai",800 - 1050
Prime Grand Hotel Hall,"Ghatkopar, Mumbai",900 - 1150
"Shree Sai Leela Hall, Mumbai","Ghatkopar, Mumbai",350
Grand Banquet Hall,"Ghatkopar, Mumbai",700 - 700
Utsav Umang Lawn and Banquets,"Ghatkopar, Mumbai",500
Shri Kacchi Kadva Patidar Gnyati Trust,"Ghatkopar, Mumbai",550
Param Keshav Baug,"Ghatkopar, Mumbai",800 - 1000
Shree Sai Leela Hall,"Ghatkopar, Mumbai",500
"Occassion Banquets,Mumbai","Ghatkopar, Mumbai",700
Rivah Banquet,"Ghatkopar, Mumbai",600 - 750
Vrinda Ac Banquet Hall,"Ghatkopar, Mumbai",550 - 750
Veer Celebrations Hall,"Ghatkopar, Mumbai",350 - 450
Siddhivinayak Banquet Hall,"Ghatkopar, Mumbai",350
Sanoor Banquets Hall,"Ghatkopar, Mumbai",650 - 750
Odeon wedding Hall,"Ghatkopar, Mumbai",450
Shree Bhatia Wadi Trust,"Ghatkopar, Mumbai",500 - 600
Kapolwadi AC Hall,"Ghatkopar, Mumbai",368
Shri Kacchi Kadva Patidar Gnyati Hall,"Ghatkopar, Mumbai","55,000"
Janvi Banquet Hall,"Ghatkopar, Mumbai","35,000"
