Venue Name,Venue Location,Price per Plate
Dhruv Elite And Banquets,"Amberpet, Hyderabad",550 - 700
Krishna Reddy Function Hall,"Amberpet, Hyderabad","1,20,000"
Kareema Function Hall,"Amberpet, Hyderabad","60,000"
KSK Function Hall,"Amberpet, Hyderabad","60,000"
SVR Function Hall,"Amberpet, Hyderabad","45,000"
MAHARANA PRATAP FUNCTION HALL,"Amberpet, Hyderabad","1,50,000"
Satya Kamala Function Hall,"Amberpet, Hyderabad","65,000"
Royal Palace Function Hall,"Amberpet, Hyderabad","45,000"
Hotel Dhruv Elite and Banquet,"Amberpet, Hyderabad","1,20,000"
Ashoka Function Palace,"Amberpet, Hyderabad","2,50,000"
Crown Convention Center,"Amberpet, Hyderabad","1,15,000"
