Venue Name,Venue Location,Price per Plate
Indra Imperia Hall 1,"Ramanthapur, Hyderabad",325 - 525
SRI SANTHOSH FAMILY DHABA,"Ramanthapur, Hyderabad",320
Aahar Banquet Hall,"Ramanthapur, Hyderabad",468 - 5018
Hotel Bhadras Grand Hall 1,"Ramanthapur, Hyderabad",501 - 590
Poonam Bhavan Function Hall,"Ramanthapur, Hyderabad","60,000"
SRI SVM Function Hall,"Ramanthapur, Hyderabad","35,000"
Y Linga Reddy Gardens,"Ramanthapur, Hyderabad","1,50,000"
Naksh Banquet,"Ramanthapur, Hyderabad","1,20,000"
VIJAYA’S INDRA IMPERIA BANQUETS,"Ramanthapur, Hyderabad","1,50,000"
Hotel Bhadra's Grand,"Ramanthapur, Hyderabad","3,50,000"
