Venue Name,Venue Location,Price per Plate
Temple Tree,"Wilson Garden, Bangalore",550 - 650
Maanya Resorts,"Wilson Garden, Bangalore",250 - 500
Sri Mariswamappa Kalyana Mantapa,"Wilson Garden, Bangalore","1,25,000"
Royal Palace Convention Hall,"Wilson Garden, Bangalore",On Request
