Venue Name,Venue Location,Price per Plate
Hotel Green Lotus Hall 1,"Dwarka, Delhi",550 - 750
Jaggi Green Garden,"Dwarka, Delhi",650 - 750
Vivanta By Taj Dwarka,"Dwarka, Delhi",350 - 450
The Aman Green,"Dwarka, Delhi",1000 - 1200
Galaxy Banquet Hall 1,"Dwarka, Delhi",900 - 1400
The Royal Dreams Banquet,"Dwarka, Delhi","1,205"
Dev Farm House,"Dwarka, Delhi",1600 - 1500
ITC Welcomhotel,"Dwarka, Delhi",2500 - 2700
priyanka party Hall 1,"Dwarka, Delhi",1175 - 1450
Govindam Banquet Hall 1,"Dwarka, Delhi",1218 - 1518
Anand Mangal Banquet Hall 1,"Dwarka, Delhi",518 - 750
Hotel Sai International,"Dwarka, Delhi",1200 - 1600
Govindas Banquet Hall,"Dwarka, Delhi",850
Shri Bikaner Party Hall,"Dwarka, Delhi",800
Bawa Palace Hall,"Dwarka, Delhi",750
The Password Unplugged Hall,"Dwarka, Delhi",600 - 800
Ananda Bliss Hall,"Dwarka, Delhi",1318 - 1318
Kansals Angana Party Hall And Lawn,"Dwarka, Delhi",700 - 1200
Stellar Pandal 1,"Dwarka, Delhi",2500 - 3000
Grand Elysium,"Dwarka, Delhi",800 - 800
Balle Balle Spices Party Hall,"Dwarka, Delhi",750 - 850
Jaiminis Landmark,"Dwarka, Delhi",500 - 650
Maxfort Budget Hotel,"Dwarka, Delhi",600 - 700
Hotel Airway Suites,"Dwarka, Delhi",700 - 900
